0,0,0,0,0,0
0.023838638,0.002578763,0.016894452,0.006100681,0.014417659,0.003254
0.035030173,0.020247119,0.028077905,0.014164994,0.029661734,0.0452368
0.12619224,0.029151708,0.031255704,0.03629867,0.046886026,0.136928
0.198923097,0.075005587,0.109538453,0.130827497,0.162380218,0.323599
0.407775302,0.168706359,0.270555688,0.362877811,0.380236082,0.667852
0.834318861,0.307330104,0.54623512,0.565156065,0.773447477,1.285366
0.845762979,0.385043562,0.603642498,0.672157036,0.930002949,1.3669513
0.850610133,0.395031113,0.610208917,0.685394525,0.919915554,1.385061
0.839538428,0.393524958,0.635168097,0.683879053,0.921585793,1.385647
